0;-78975.5;1940.7;155323163
0.1;-90954.1;2299.1;151281119
0.2;1397.9;7.2;130389594
0.3;2160.1;4;129647681
0.4;2125;4;134473080
0.5;2196.6;4.4;119904164
0.6;1805.4;8.8;121106829
0.7;2224;4;119930348
0.8;2109.6;4.4;109860488
0.9;2226.8;4.4;122638028
1;2133.1;5.2;123470375
0;-126832;77692;3224.8;1948.71;27
0.1;1893.6;515.166;4.4;1.2;21
0.2;2162.7;242.117;4.8;1.6;10
0.3;1976.1;401.829;5.2;2.56125;10
0.4;2145.2;205.401;4.8;1.6;9
0.5;2088.6;304.268;4.8;1.6;10
0.6;1970.1;404.634;5.2;1.83303;11
0.7;1708.8;773.649;10;18;8
0.8;2157.1;318.906;4.8;1.6;9
0.9;2242.9;308.245;4.8;1.6;9
1;2221.3;98.1774;4.4;1.2;9
0;-132546;59665.1;3232.6;1458.86;14
0.1;1640.6;826.156;4.4;2.8;12
0.2;1843.3;811.499;9.6;14.2211;11
0.3;1947.4;647.254;10;16.7093;10
0.4;2072.3;350.435;4.8;1.6;9
0.5;1915.9;718.197;10;16.7093;10
0.6;1897.5;971.207;10.4;12.6744;10
0.7;2035.3;468.945;8.8;11.8389;10
0.8;1868;898.082;6.8;7.16659;10
0.9;2143.9;249.021;4.4;1.2;13
1;2198;166.437;4;0;14
0;-136082;85760.4;3323.5;2038.28;14
0;-139350;58623.2;3543.8;1420.28;15
0.1;1917.2;528.72;4.4;1.2;16
0;-111925;87248.1;2761.8;2147.73;16
0.1;1858.9;533.436;8.4;8.84534;15
0;-163391;65957.1;4026.8;1674.67;0
0.02;-110616;56230.6;2695;1365.16;0
0.04;-143163;73839.2;3528.8;1830.11;0
0.06;-130164;58639.1;3328.1;1520.93;0
0.08;-130194;63088;3286.4;1619.94;0
0.1;-92887.8;76604.2;2262.9;1877.53;0
0.12;-95265.4;80022.2;2454.3;2020.77;0
0.14;-84461.8;66874.8;2089.1;1621.22;0
0.16;-138377;78872.3;3405.4;1983.61;0
0.18;-103289;64499.3;2677.3;1665.74;0
0.2;-70644;82895;1722.9;1988.1;0
0.22;-110870;68191.8;2784;1691.01;0
0.24;-119440;84546.7;2990.7;2061.67;0
0.26;-99346;69199.6;2367.3;1659.19;0
0.28;-106078;56739.1;2741.4;1379.99;0
0.3;-113783;91063.1;2767.4;2179.06;0
0.32;-116671;80897.6;2976.1;2028.81;0
0.34;-62958.8;51743.5;1483.4;1219;0
0.36;-99735.6;82366.8;2497.9;2067.99;0
0.38;-52529.4;66653.5;1348.7;1721.81;0
0.4;-97259.4;67237.5;2430.4;1638.84;0
0.42;-63690.9;65765.5;1612.4;1684.41;0
0.44;-36961.5;68133.3;917.4;1641.58;0
0.46;-55742.8;63883.7;1424.6;1645.89;0
0.48;-56455.5;75068.9;1374.5;1867.28;0
0.5;-93702.1;89733.5;2238;2169.48;0
0.6;-78584.3;59161.6;2085.5;1588.11;1
0.7;-32087.5;68813.1;779.9;1659.63;1
0.8;-53890.1;68093.8;1318.5;1691.89;2
0.9;-9685.2;31115.9;265.6;770.243;4
1;2161.1;330.957;5.2;1.83303;21
0;11278.9;483.664;203.8;36.7309;21
0.1;11554.6;656.34;220.8;31.1699;20
0.2;11291.6;587.062;234.3;30.4206;19
0.3;11581.3;651.644;233.1;12.0868;21
0.4;11442.7;602.764;241.6;13.9728;20
0.5;11098.2;609.872;227.7;33.4187;22
0.6;11272.5;581.652;233.3;28.6498;25
0.7;11110.9;548.443;226.6;27.2734;23
0.8;11158.2;359.209;224.8;22.4223;23
0.9;10554.9;414.569;220.8;27.676;22
1;10782;422.716;235.4;29.3912;22
0;11888.1;535.623;222.8;31.7137;14
0.1;12180.8;436.333;237;16.9056;14
0.2;12104.3;675.462;225.8;29.5899;14
0.3;12063;610.192;240.1;12.965;16
0.4;11835.4;314.093;227;20.7075;15
0.5;11667.7;477.985;222.2;44.0858;18
0.6;11822;516.614;243.8;10.3615;19
0.7;11625.1;339.994;236.8;26.6413;19
0.8;11598.9;672.679;235.4;25.2198;21
0.9;11341.5;419.091;243.2;32.514;18
1;11023;385.67;230.4;27.4379;17
0;6402.3;1839.57;143.5;66.6292;10
0.1;7674.6;1320.09;218.4;97.9553;9
0;6787.5;1514.39;183.5;85.8152;9
0.15;8253.7;1057.52;224.5;44.0119;10
0.3;7349;1448.06;181.8;46.9037;8
0.45;7041.8;1922.18;168.6;73.3174;10
0.6;6636.7;1533.42;151.3;57.564;7
0.75;7470.9;1466.55;168.7;59.2082;13
0.9;7281.6;1296.91;161.8;64.1994;7
0;11703.6;620.763;237.1;24.7485;22
0.2;11776;766.324;244.6;19.0746;24
0.4;11333.3;739.369;227.3;29.6582;25
0.6;11745.6;616.949;233.2;26.145;24
0.8;11540.1;542.376;228.2;31.7421;22
1;10795.2;504.62;230.4;22.8876;22
0;11870;646.148;237.1;40.808;9093.4;1421.44;322.6;52.7792;27
0.2;11629.9;695.198;228.3;39.8549;8707.6;1298.75;312;53.7029;26
0.4;11710.9;777.093;219.9;33.8569;8740.1;1084.49;297.2;52.9694;26
0.6;11611.1;608.224;218.8;32.4401;9154;1622.98;291;41.4656;25
0.8;11555.7;641.619;228.6;32.4321;8771.6;1147.95;308.8;46.6922;24
1;11016.3;370.534;217.4;34.8459;9134.3;1362.35;282.2;39.8944;24
0;6435.4;1241.94;10679.5;4244.1;159.1;69.6167;107.5;516;6500.8;2670.98;11626.9;5126.1;122;1220;185.8;74.889;19
0.2;7599;435.531;11206.5;3607.5;158.4;36.857;108;504;8643.6;1140.14;12465.1;3821.5;117.3;1173;169;42.8696;16
0.4;7171.2;1937.95;12814.1;5642.9;238.9;126.593;162.3;766;7949.8;2453.06;14617;6667.2;191.5;1915;285.8;155.346;17
0.6;7882.9;1150.24;12324.4;4441.5;195.9;59.7301;134.5;614;9186.2;2486.81;14015.2;4829;154.4;1544;221;71.9291;13
0.8;6802;1808.28;11884.3;5082.3;204.2;102.428;136.2;680;7776.8;2977.41;13463.6;5686.8;155.6;1556;232.2;128.183;14
1;7952.5;991.055;12375.7;4423.2;197.5;58.3562;136.2;613;9146;2577.55;14023.6;4877.6;155.8;1558;223.2;70.0982;14
0;2147.1;182.606;2740.6;593.5;9.6;12.093;7.6;20;3049.7;2968.32;4269.3;1219.6;8.3;83;13.4;19.3091;7
0.2;2212.7;134.423;3590.3;1377.6;20.8;21.2264;14.3;65;764.2;4205.02;3758.1;2993.9;20.2;202;30.4;29.5811;7
0.4;2157.1;355.174;2698.9;541.8;10;15.5177;7.6;24;1026.8;4667.7;3384.3;2357.5;7.8;78;12.6;19.5356;7
0.6;2062.9;311.173;2903.7;840.8;14;17.3666;9.9;41;1063.3;4813.87;3689.5;2626.2;13.1;131;19.8;25.557;7
0.8;2186.6;94.1023;3207.4;1020.8;16.5;22.4199;11;55;-23.5;4538.36;3095.9;3119.4;15;150;22;28.6077;7
1;2102.4;157.659;3820.2;1717.8;23;19.4165;15.4;76;1256;4288.7;4090.1;2834.1;23;230;33.2;25.9569;7
0;1932.9;423.319;2647.6;714.7;10.4;12.5793;7.6;28;121.6;4418.07;2909;2787.4;8.3;83;14.6;14.6983;7
0.2;2214.7;162.033;3145.3;930.6;16;19.4319;12.1;39;1114.8;3852.65;3579.2;2464.4;15.4;154;23.4;29.5845;7
0.4;2386.6;390.535;3588.1;1201.5;20.5;22.7739;14.7;58;1158.3;4312.34;3820.3;2662;17.8;178;25.8;28.1347;7
0.6;2076.6;314.202;2547.6;471;9.8;11.9147;7.4;24;-259.7;4306.42;2460.8;2720.5;7;70;11.4;16.323;7
0.8;2095;349.292;3458.1;1363.1;21.6;23.6905;14.7;69;2900.1;2573.78;4456.6;1556.5;17.8;178;25.8;30.8084;8
1;2061.8;303.567;2712.7;650.9;10.6;16.2493;7.5;31;2190.4;4011.57;3919;1728.6;10.1;101;15;22.3294;7
