-2532.93;259
-291.34;259
-596.825;259
-847.625;365
-1207.06;402
-1442.31;510
-932.31;1079
-796.52;1079
-600.94;1119
-771.375;1119
-920.59;1119
-1019.9;1397
-311.89;1397
-220.29;1397
-127.615;1430
-366.255;1468
-32.62;1468
-253.35;1468
-20.9;1468
-243.3;1468
-3.1;1468
36.565;1468
-188.025;1468
97.52;1512
179.18;1512
119.835;1512
96.935;1512
70.225;1512
-9.7;1512
-128.335;1512
231.535;1512
-18.3;1512
90;1512
82.8;1512
122.01;1512
-97.54;1512
-57.8;1512
-51.185;1512
-43.66;1512
-105.885;1512
-36.075;1557
-8.92;1557
-79.06;1692
-412.435;1692
19.755;1692
-394.68;1692
-505.44;1701
-284.965;1701
-237.57;1701
-264.805;1701
-330.72;1729
-292.04;1729
-511.23;1729
-421.87;1837
-457.57;1837
-700.27;1837
-470.095;1837
-303.965;1837
-355.2;1837
-748.455;1837
-519.16;1837
-158.405;1904
-468.375;1904
-724.065;1904
-439.97;1904
-607.51;1904
-507.91;1904
-582.75;1904
-569.795;1904
-642.95;1904
-691.1;1904
-592.195;1904
-598.215;1904
-823.17;1904
-791.45;1904
-479.255;1904
-692.04;1904
-709.705;1904
-575.2;1904
-661.6;1904
-463.725;1904
-445.055;1904
-547.52;1837
-649.36;1837
-748.705;1837
-475.625;1837
-438.115;1837
-462.105;1837
-674.02;1837
-552.355;1837
-353.92;1837
-260.565;1837
-669.965;1837
-405.6;1837
-407.22;1837
-472.35;1837
-620.35;1837
-434.16;1837
-520.425;1837
-448.68;1837
-728.725;1837
